Non-Matching Entries:
parihAra: rAw/a__n
pariharaNa: Karc/a__n
pariharaNIya: anek/a__adj
parihArya: anek/a__adj
parihAsa: Gar/a__n
parihqwa: anek/a__adj
parijalpiwa: Gar/a__n
parijana: rAw/a__n
pArijAwa: Gar/a__n
parijFAna: Gar/a__n
parijFAwa: anek/a__adj
parijFAwA: loh/A__n
parikaliwa: Gar/a__n
parikalpanA: kAl/A__n
parikalpana: Gar/a__n
parikalpiwa: anek/a__adj
parikaMpa: None
parikara: Gar/a__n
parikarma: Gar/a__n
parikarRaNa: Gar/a__n
parikarRiwa: None
parikIrNa: anek/a__adj
parikIrwana: Karc/a__n
parikIrwiwa: anek/a__adj
pariklAMwa: anek/a__adj
parikliRta: anek/a__adj
parIkRABavana: Karc/a__n
parIkRA: kAl/A__n
parIkRaka: rAw/a__n
parIkRAkAla: Karc/a__n
parikRAlana: Gar/a__n
parikramA: kAl/A__n
parikrAMwa: anek/a__adj
parIkRaNa: rAw/a__n
parIkRAnirIkRaka: None
parIkRArWI: ladak/I__n
parIkRASulka: Gar/a__n
parikraya: Karc/a__n
parIkRiwa: wIn/a__adj
parIkRya: wIn/a__adj
parIkRyamANa: anek/a__adj
pariKyAwa: anek/a__adj
parilABa: Gar/a__n
pariliKiwa: anek/a__adj
parilupwa: anek/a__adj
parimala: Gar/a__n
parimaliwa: anek/a__adj
parimaMdala: wIn/a__adj
parimaMdaliwa: anek/a__adj
pArimAMdalya: Gar/a__n
parimANa: rAw/a__n
parimArga: Gar/a__n
parimArjana: Gar/a__n
parimArjanIya: anek/a__adj
parimArjiwa: anek/a__adj
parimeya: anek/a__adj
parimiliwa: None
parimiwAhAra: anek/a__adj
parimiwa: wIn/a__adj
parimlAna: anek/a__adj
parimokRa: Gar/a__n
parimokRaNa: Gar/a__n
parimqRta: anek/a__adj
parimugXa: anek/a__adj
parimukwa: anek/a__adj
parimukwi: SAnwi/__n
pariMxA: kAl/A__adj
pArINa: anek/a__adj
pariNAma: rAw/a__n
pariNAmana: Karc/a__n
pariNAmika: anek/a__adj
pariNAmiwra: Gar/a__n
pariNawa: wIn/a__adj
pariNawi: Apawwi/__n
pariNaya: rAw/a__n
pariNayana: Karc/a__n
parinERTika: anek/a__adj
pariNewA: gudiy/A__n
pariNeya: anek/a__adj
pariNeyA: gudiy/A__n
pariniRTA: gudiy/A__n
pariniRTiwa: anek/a__adj
parinirvANa: Karc/a__n
pariNIwa: wIn/a__adj
pariNIwA: gudiy/A__n
paripAka: Gar/a__n
paripakva: wIn/a__adj
paripakvAvasWA: gudiy/A__n
paripakvawA: ASA/__n
paripAlana: Gar/a__n
paripAlanIya: anek/a__adj
paripAlayiwA: gudiy/A__n
paripATI: Axam/I__n
paripIdana: Gar/a__n
paripIdiwa: anek/a__adj
paripIvara: anek/a__adj
pariplava: Gar/a__n
paripluwa: anek/a__adj
paripoRaNa: Gar/a__n
paripqcCA: loh/A__n
pariprApwi: SAnwi/__n
pariprekRya: Gar/a__n
paripreRaNa: Gar/a__n
paripreRiwa: anek/a__adj
paripreRya: anek/a__adj
paripUja: None
paripUjana: Gar/a__n
paripUjiwa: anek/a__adj
paripUraka: wIn/a__adj
paripUraNa: Karc/a__n
paripUraNIya: None
paripUrNa: anek/a__adj
paripuRta: wIn/a__adj
paripUwa: wIn/a__adj
parirakRaNa: Gar/a__n
parirakRaNIya: anek/a__adj
parirakRiwa: anek/a__adj
parirakRiwA: jyAx/A__adj
pariRkAra: Gar/a__n
pariRkaraNa: Gar/a__n
pariRkqwa: anek/a__adj
pariRkqwA: kAl/A__n
parisamApana: Gar/a__n
parisamApwa: anek/a__adj
parisamApwi: Apawwi/__n
parisaMpawwi: Apawwi/__n
parisara: rAw/a__n
PariSawA: jyAx/A__adj
parisImana: Gar/a__n
pariSiRta: rAw/a__n
pariSoXana: Gar/a__n
parispaMxana: Gar/a__n
pariSrama: Gar/a__n
pariSramI: Axam/I__n
pAriSramika: Gar/a__n
pariSrAMwa: anek/a__adj
pariSrAMwi: SAnwi/__n
parisrAva: Karc/a__n
pariSruwa: anek/a__adj
pariSUnya: anek/a__adj
pariSuRka: anek/a__adj
pariSuxXa: anek/a__adj
pariSuxXawA: loh/A__n
PariSwA: kAl/A__adj
parivahana: Gar/a__n
parivAra: rAw/a__n
parivarjana: Gar/a__n
parivarjanIya: anek/a__adj
parivarjiwa: anek/a__adj
parivarwa: Gar/a__n
parivarwaka: wIn/a__adj
parivarwana: rAw/a__n
parivarwanIya: wIn/a__adj
parivarwiwa: wIn/a__adj
parivarwya: anek/a__adj
parivarXiwa: anek/a__adj
parivarxXana: Gar/a__n
pariveRaNa: Karc/a__n
pariveRtana: Gar/a__n
pariveRtiwa: anek/a__adj
pariveSa: Gar/a__n
parivyaya: Gar/a__n
pAriwa: wIn/a__adj
pariwApa: rAw/a__n
pariwapwa: anek/a__adj
pariwikwa: None
pariwoRa: Gar/a__n
pariwoRaka: Gar/a__n
pariwoRaNa: Gar/a__n
pAriwoRika: Gar/a__n
pariwqpwa: anek/a__adj
pariwrANa: Gar/a__n
pariwraswa: anek/a__adj
pariwuRta: anek/a__adj
pariwyAga: rAw/a__n
pariwyajana: Gar/a__n
pariwyAjya: anek/a__adj
pariwyakwa: wIn/a__adj
pariwyakwA: kAl/A__n
parixahana: Gar/a__n
pariXAna: rAw/a__n
pariXAnakaRa: None
pariXAnIya: anek/a__adj
pariXAraNa: Gar/a__n
pariyojanA: kAl/A__n
Parja: Gar/a__n
parjanya: Gar/a__n
ParjzI: None
pArka: rAw/a__n
ParlAMga: rAw/a__n
pArliyAmeMta: rAw/a__n
parmilana: None
parNacIra: None
parNamaNi: SAnwi/__n
parNaSayyA: gudiy/A__n
ParnIcara: Gar/a__n
parokRa: wIn/a__adj
parokRakara: Gar/a__n
parokRArWa: anek/a__adj
ParoKwa: Gar/a__n
paropakAra: rAw/a__n
paropakqwa: anek/a__adj
pArRaxa: rAw/a__n
pArsalabAbU: None
pArsala: rAw/a__n
pArSvaBAga: Gar/a__n
pArSva: wIn/a__adj
pArSvasUla: Karc/a__n
pArSvika: anek/a__adj
pArta: rAw/a__n
paruRa: wIn/a__adj
paruRAkRara: wIn/a__adj
pAruRya: Karc/a__n
parva: rAw/a__n
parvakAla: Gar/a__n
parvamUla: None
parvawa: rAw/a__n
parvawajAla: Gar/a__n
parvawarAja: Gar/a__n
parvawAswra: Gar/a__n
parvawavAsinI: Axam/I__n
parvawAwmajA: loh/A__n
parvawAwmaja: Karc/a__n
parvawaxurga: Gar/a__n
parvaweSvara: Karc/a__n
pArvawI: Axam/I__n
parvawIya: wIn/a__adj
pArvawIya: wIn/a__adj
parvawoxBava: Gar/a__n
parvawoxBUwa: None
pArWa: Gar/a__n
pArWakya: Gar/a__n
pArWiva: wIn/a__adj
parxA: kAl/A__adj
paryAlocanA: ladak/A__n
paryAlocana: Gar/a__n
paryApwa: wIn/a__adj
paryataka: rAw/a__n
paryatana: Gar/a__n
paryAvarNa: Gar/a__n
paryAya: rAw/a__n
paryAyavAcaka: wIn/a__adj
pasA: W/A__v
pASa: rAw/a__n
pAsA: kAl/A__adj
PAsalA: kAl/A__adj
paSamInA: jyAx/A__adj
pasaMxIxA: kAl/A__adj
PasAnA: kAl/A__adj
PAsaPorasa: Gar/a__n
pAsaporta: rAw/a__n
pasara: rAw/a__n
pasAra: xiK/a__v
PasAxa: rAw/a__n
PasAxI: ajAwI/__adj
paScAwwApa: Gar/a__n
pAScAwya: wIn/a__adj
paScimAcala: Karc/a__n
paScima: rAw/a__n
paScimowara: anek/a__adj
pAsI: ladak/I__n
PAsilA: kAl/A__adj
pasInA: kAl/A__n
paSucaryA: gudiy/A__n
paSucikiwsA: gudiy/A__n
paSu: qwu/__n
paSupAlaka: rAw/a__n
paSupAlana: Gar/a__n
pASupawa: wIn/a__adj
pASupawAswra: Gar/a__n
paSuSAlA: kAl/A__n
paSuwA: ladak/A__n
paSuXana: Gar/a__n
paswa: wIn/a__adj
paSyaMwI: Axam/I__n
paSyawohara: anek/a__adj
patAI: Axam/I__n
patA: kAl/A__adj
pata: xiK/a__v
pATa: rAw/a__n
PatA: kAl/A__n
pATA: kAl/A__n
Pata: xiK/a__v
PAtaka: rAw/a__n
pATaka: rAw/a__n
patAkA: kAl/A__adj
patAKA: jyAx/A__adj
PatAkA: kAl/A__adj
pataka: xiK/a__v
patakAra: Gar/a__n
patakarma: Gar/a__n
patAkRepa: Gar/a__n
patala: rAw/a__n
pAtala: Gar/a__n
pATAMwara: rAw/a__n
paTana: Gar/a__n
paTAna: Gar/a__n
pATana: rAw/a__n
pAtanakriyA: gudiy/A__n
paTanaSIla: anek/a__adj
paTanIya: anek/a__adj
PataPatA: W/A__v
paTAra: rAw/a__n
patarA: kAl/A__adj
pATaSAlA: kAl/A__n
patasana: Gar/a__n
patavA: W/A__v
pAtava: rAw/a__n
patavArI: ladak/I__n
PatehAla: wIn/a__adj
PatIcara: wIn/a__adj
Patika: Karc/a__n
paTiwa: wIn/a__adj
patta: rAw/a__n
pattA: kAl/A__adj
patTA: kAl/A__adj
PattA: kAl/A__adj
pattana: Gar/a__n
pattanI: Axam/I__n
pattikA: kAl/A__n
pattIxAra: Gar/a__n
pattIxArI: Axam/I__n
patuA: kAl/A__adj
patu: ku/Az__n
patuwA: gudiy/A__n
patuwva: Gar/a__n
pATya: wIn/a__adj
pATyakrama: rAw/a__n
pAudara: Gar/a__n
PAvadA: kAl/A__adj
PAvadI: Axam/I__n
pAva: rAw/a__n
pAvaka: Gar/a__n
pAvakamaNi: SAnwi/__n
pavamAna: Gar/a__n
pavanacakra: Gar/a__n
pavanAhawa: anek/a__adj
pAvana: wIn/a__adj
pavana: rAw/a__n
pavanakumAra: Gar/a__n
pavananaMxana: Gar/a__n
pavanapawi: SAnwi/__n
pavanapUwa: anek/a__adj
pavanapuwra: Gar/a__n
pavanasaMGAwa: None
pavanAswra: Gar/a__n
pavanavyAXi: SAnwi/__n
pavanAwmaja: Karc/a__n
pAvarahAusa: Gar/a__n
pAvara: rAw/a__n
pavarga: Gar/a__n
pAvasa: rAw/a__n
pAvawIpawra: Gar/a__n
paviwra: rAw/a__n
paviwrawA: loh/A__n
paviwrAwmA: jyAx/A__adj
paviwrIkaraNa: Karc/a__n
paviwriwa: anek/a__adj
PavvArA: kAl/A__n
pAWa: rAw/a__n
paWa: rAw/a__n
pAwa: rAw/a__n
pawA: kAl/A__adj
pawaJada: Gar/a__n
pawAkA: kAl/A__n
pAwaka: rAw/a__n
pawAkAsWAnaka: Gar/a__n
pAwAlagaMgA: gudiy/A__n
pAwAla: rAw/a__n
pawalA: kAl/A__adj
pawalApana: Karc/a__n
pAwAlawoda: anek/a__adj
pawaMgabAjI: Axam/I__n
pawaMgA: kAl/A__adj
pAwaMjala: wIn/a__adj
pawana: rAw/a__n
pAwana: Gar/a__n
pAwanIya: anek/a__adj
pawanonmuKa: anek/a__adj
paWarA: W/A__v
pAwara: rAw/a__n
paWarAva: Gar/a__n
paWarIlA: kAl/A__n
paWarOtI: Axam/I__n
PawavA: kAl/A__adj
pawi: Apawwi/__n
paWika: Gar/a__n
pawikAmA: loh/A__n
pawIlA: kAl/A__adj
PawiMgA: kAl/A__adj
pawivrawA: loh/A__n
pAwivrawa: Gar/a__n
pAwivrawya: Gar/a__n
pawiwa: rAw/a__n
pawiwapAvana: wIn/a__adj
pAwiwya: Karc/a__n
pawiXarma: Gar/a__n
pawixevawA: ASA/__n
pawrAcAra: Gar/a__n
pawra: rAw/a__n
pAwra: rAw/a__n
pawraka: rAw/a__n
pawrakAra: rAw/a__n
pawrakArI: Axam/I__n
pawrakAriwA: gudiy/A__n
pawrAlApa: Gar/a__n
pawrapetikA: gudiy/A__n
pAwrawA: kAl/A__n
pAwrawva: Karc/a__n
pawrikA: kAl/A__n
pawrowwara: Gar/a__n
pawwA: kAl/A__adj
pawWara: rAw/a__n
paWya: wIn/a__adj
pAwya: wIn/a__adj
paWyApaWya: anek/a__adj
pAxaBAga: Gar/a__n
paxacihna: rAw/a__n
paxacyuwa: anek/a__adj
paxAGAwa: Gar/a__n
pAxAGAwa: Gar/a__n
pAxagrahaNa: Gar/a__n
paxa: rAw/a__n
paxaka: rAw/a__n
paxAkrAMwa: anek/a__adj
pAxAMbu: None
pAxAMguRTa: Gar/a__n
pAxamuxrA: gudiy/A__n
paxAMwa: Gar/a__n
paxAMwara: Gar/a__n
paxanAma: rAw/a__n
paxAnurAga: Gar/a__n
paxAnuSAsana: Gar/a__n
pAxapa: Gar/a__n
pAxaprahAra: Gar/a__n
pAxapUrwi: SAnwi/__n
paXarA: W/A__v
pAxaraRaNa: None
paXarAvanI: Axam/I__n
paxAraviMxa: Gar/a__n
pAxAraviMxa: Gar/a__n
pAxarI: ladak/I__n
paxArpaNa: Gar/a__n
paxArWa: rAw/a__n
paxArWavijFAna: Karc/a__n
paxArWavixyA: loh/A__n
pAxaSAhI: Axam/I__n
paxASciwa: None
paxAvanawa: Gar/a__n
paxAvanawi: Apawwi/__n
pAxAvasecana: Karc/a__n
paxAvaXi: Apawwi/__n
paxavyAKyA: gudiy/A__n
pAxawala: Gar/a__n
pAxawrANa: Gar/a__n
paxawyAga: Gar/a__n
paxmabIja: Gar/a__n
paxmaBU: Al/U__n
paxmA: kAl/A__n
paxma: rAw/a__n
paxmaKaMda: Gar/a__n
paxmakaMxa: Gar/a__n
paxmakarA: loh/A__n
paxmakara: Karc/a__n
paxmAkara: Gar/a__n
paxmakARTa: Gar/a__n
paxmakewu: vAyu/__n
paxmakIta: None
paxmakoSa: Gar/a__n
paxmapurANa: Gar/a__n
paxmarAga: Gar/a__n
paxmAsana: Gar/a__n
paxmaSrI: Axam/I__n
paxmAvawI: Axam/I__n
paxmaveSa: None
paxminI: ladak/I__n
paxmoxBava: Karc/a__n
pAxoxaka: Karc/a__n
pAxukA: kAl/A__n
paxya: wIn/a__adj
paya: rAw/a__n
pAyA: kAl/A__adj
PAyara: rAw/a__n
pAyasa: wIn/a__adj
payasvinI: ladak/I__n
PAyaxA: kAl/A__adj
pAyaxAna: rAw/a__n
pAyaxArI: Axam/I__n
PAyaxemaMxa: wIn/a__adj
pAzcaBOwika: anek/a__adj
pAzca: rAw/a__n
pAzcavA: kAl/A__adj
PazsA: W/A__v
pAzsA: kAl/A__adj
Pazsa: xiK/a__v
pazsarahattA: None
PAzsI: ladak/I__n
pAzva: rAw/a__n
pEbaMxa: rAw/a__n
peca: rAw/a__n
peciSa: rAw/a__n
pecIxA: kAl/A__adj
peda: rAw/a__n
pEda: rAw/a__n
pedA: kAl/A__n
pega: rAw/a__n
pEgAma: rAw/a__n
pEgaMbara: Gar/a__n
pEketa: rAw/a__n
pEkiMga: rAw/a__n
Pela: wIn/a__adj
PElA: W/A__v
pela: xiK/a__v
PEla: xiK/a__v
pelavA: W/A__v
PElAva: rAw/a__n
pEmAiSa: rAw/a__n
pEmAnA: kAl/A__adj
peMca: rAw/a__n
peMdulama: Gar/a__n
peMSanaBogI: Axam/I__n
peMSana: rAw/a__n
pEMsaTa: rAw/a__n
peMta: rAw/a__n
pEMta: rAw/a__n
peMxA: kAl/A__adj
pena: rAw/a__n
Pena: Gar/a__n
pEna: rAw/a__n
pEnA: kAl/A__adj
pensana: Gar/a__n
PePadA: kAl/A__adj
pepara: rAw/a__n
peparamila: Gar/a__n
pEragAdI: Axam/I__n
pErAgrAPa: Gar/a__n
pEra: rAw/a__n
pErA: kAl/A__adj
PerA: kAl/A__adj
pera: xiK/a__v
Pera: xiK/a__v
PeraPAra: Gar/a__n
pEravI: ladak/I__n
PerIvAlA: kAl/A__adj
peSAba: Gar/a__n
peSAbaKAnA: jyAx/A__adj
pESAca: wIn/a__adj
pESAcI: Axam/I__n
pESAcika: wIn/a__adj
peSagI: ladak/I__n
peSa: rAw/a__n
pEsA: kAl/A__adj
peSA: kAl/A__n
peSakArI: Axam/I__n
peSakaSa: rAw/a__n
PEsalA: kAl/A__adj
PEsana: Karc/a__n
PESana: rAw/a__n
peSavA: kAl/A__n
pEseMjaragAdI: None
pEseMjara: Gar/a__n
pEsevAlA: kAl/A__adj
pETA: W/A__v
peta: rAw/a__n
peTA: kAl/A__n
petapUjA: gudiy/A__n
peteMta: Gar/a__n
petrola: Gar/a__n
pEwAmaha: wIn/a__adj
pEwarA: kAl/A__adj
pEwqka: wIn/a__adj
pExA: kAl/A__adj
pExAiSI: Axam/I__n
pExAvAra: rAw/a__n
peya: Gar/a__n
pezga: None
PeztA: None
pEzwAlIsa: anek/a__adj
pEzwIsa: None
pezxA: None
pezxI: None
piCadApana: Gar/a__n
piCAdI: Axam/I__n
pICA: kAl/A__n
picakA: W/A__v
picaka: xiK/a__v
piCalagA: kAl/A__adj
piCalagI: Axam/I__n
piCalA: kAl/A__adj
picCala: anek/a__adj
picCila: anek/a__adj
pIdA: pIdZ/A__n
pIDA: kAl/A__adj
pIdana: rAw/a__n
pIdanIya: anek/a__adj
pIdiwa: rAw/a__n
piGalA: W/A__v
piGala: xiK/a__v
pIhara: Gar/a__n
pihiwa: anek/a__adj
pIka: rAw/a__n
pika: rAw/a__n
PIkA: kAl/A__adj
pikanika: rAw/a__n
Pikra: rAw/a__n
PikramaMxa: wIn/a__adj
PilahAla: Gar/a__n
pilA: W/A__v
pIla: rAw/a__n
pIlA: kAl/A__adj
pila: xiK/a__v
pIlApana: Karc/a__n
pIlapAzva: Gar/a__n
pilapilA: W/A__v
PilAsaPI: ladak/I__n
pilavA: W/A__v
pIlavAna: Gar/a__n
pIliyA: kAl/A__n
pillA: kAl/A__adj
PilmakAra: rAw/a__n
piMda: rAw/a__n
piMdaxAna: rAw/a__n
piMgAkRa: anek/a__adj
piMgala: wIn/a__adj
piMgalA: kAl/A__n
piMjarA: kAl/A__adj
pIna: wIn/a__adj
pinjarA: jyAx/A__adj
pinAka: Karc/a__n
pIpa: rAw/a__n
pIpA: kAl/A__adj
pIpala: rAw/a__n
pipAsA: loh/A__n
pipAsiwa: wIn/a__adj
pipatArA: None
PirA: W/A__v
Pira: xiK/a__v
PirakA: kAl/A__adj
PiraMgI: ladak/I__n
PirOwI: ladak/I__n
piRta: wIn/a__adj
pisAI: Axam/I__n
pisA: W/A__v
pisa: xiK/a__v
pIsa: xiK/a__v
PisalAhata: Gar/a__n
PisalA: W/A__v
Pisalana: rAw/a__n
pisOnI: Axam/I__n
piSunawA: gudiy/A__n
piswA: kAl/A__adj
pitAI: ladak/I__n
Pita: rAw/a__n
pita: xiK/a__v
PitakarI: Axam/I__n
PitakirI: Axam/I__n
pitArA: kAl/A__adj
pITAsIna: wIn/a__adj
pitavA: W/A__v
pITikA: kAl/A__n
PitiMga: rAw/a__n
pIvara: wIn/a__adj
pIwABa: anek/a__adj
pIwacaMxana: Gar/a__n
pIwagaMXa: None
pIwa: wIn/a__adj
piwA: kAl/A__n
PIwA: kAl/A__adj
piwAjI: Axam/I__n
pIwala: Gar/a__n
piwAmahI: Axam/I__n
pIwAMbara: Gar/a__n
pIwapuRpa: wIn/a__adj
pIwapuRpI: Axam/I__n
piwara: rAw/a__n
piwqBakwa: wIn/a__adj
piwqgAWA: gudiy/A__n
piwqGAwa: Gar/a__n
piwqgqha: Gar/a__n
piwq: None
piwqkalpa: Karc/a__n
piwqkarma: Gar/a__n
piwqkriyA: gudiy/A__n
piwqkula: Gar/a__n
piwqloka: Gar/a__n
piwqSrAxXa: Karc/a__n
piwqvaMSa: Gar/a__n
piwqvisarjana: Gar/a__n
piwqwarpaNa: Karc/a__n
piwqwIrWa: Gar/a__n
piwqxeva: Gar/a__n
piwqxEvawa: wIn/a__adj
piwqyajFa: Gar/a__n
piwwa: Gar/a__n
piwwakRoBa: None
piwwaprakopa: Gar/a__n
piwwASaya: Gar/a__n
piwwavixagXa: anek/a__adj
PixA: kAl/A__adj
pIyURa: Gar/a__n
plAna: rAw/a__n
plAstara: Gar/a__n
plAstika: Gar/a__n
plaswara: Gar/a__n
plAta: rAw/a__n
plAvana: Karc/a__n
plAvanika: anek/a__adj
plAviwa: anek/a__adj
plega: Gar/a__n
PlEta: rAw/a__n
plEtaPArma: Gar/a__n
plIhA: kAl/A__n
PlU: Al/U__n
pluwa: wIn/a__adj
pOA: kAl/A__adj
poca: wIn/a__adj
pODA: W/A__v
PodA: kAl/A__adj
pODa: xiK/a__v
pO: lO/__n
POjaxArI: ladak/I__n
POjIaPasara: None
POjI: ladak/I__n
poKarA: kAl/A__adj
Pokata: anek/a__adj
POkata: Gar/a__n
pola: rAw/a__n
polA: kAl/A__adj
POlAxa: rAw/a__n
politikala: anek/a__adj
pOMdarIka: anek/a__adj
pOnaHpunya: Karc/a__n
Pona: rAw/a__n
pOnA: kAl/A__adj
pOnarBava: anek/a__adj
pOnarnava: None
popa: rAw/a__n
pora: rAw/a__n
poRaka: wIn/a__adj
poRaNa: Gar/a__n
pOrANika: wIn/a__adj
poRikA: kAl/A__n
poRiwa: wIn/a__adj
poRiwA: kAl/A__n
pORkalya: Karc/a__n
pORkara: anek/a__adj
pORkariNI: Axam/I__n
pOrNamAsa: wIn/a__adj
pOrNamAsI: Axam/I__n
pOrNamAsika: anek/a__adj
pOrNamAsya: Gar/a__n
pOrohiwya: Gar/a__n
pORtika: wIn/a__adj
pOruRa: wIn/a__adj
pOruReya: wIn/a__adj
pOruRya: Gar/a__n
pOrvAparya: Karc/a__n
poRya: wIn/a__adj
poRyasuwa: None
poRyavarga: Gar/a__n
posa: xiK/a__v
postabEga: None
posta: rAw/a__n
postalagAida: Gar/a__n
postala: anek/a__adj
postamArka: Gar/a__n
postamArtama: wIn/a__adj
postara: rAw/a__n
pota: rAw/a__n
potASa: Gar/a__n
PotogrAPa: Gar/a__n
PotogrAPI: Axam/I__n
POvArA: jyAx/A__adj
powaBaMga: Karc/a__n
powadA: kAl/A__adj
powA: kAl/A__adj
poWA: kAl/A__adj
powavAha: Gar/a__n
powavaNik: None
pOwra: wIn/a__adj
pOwrika: wIn/a__adj
pOxa: rAw/a__n
pOXa: rAw/a__n
pOXA: kAl/A__adj
pqkwa: anek/a__adj
pqRawa: anek/a__adj
pqRoxara: anek/a__adj
pqRTaBAga: Gar/a__n
pqRTaBUmi: Apawwi/__n
pqRTagopa: Karc/a__n
pqRta: wIn/a__adj
pqRTamAMsa: Gar/a__n
pqRTAMkana: Gar/a__n
pqRTAMkiwa: anek/a__adj
pqRTaxeSa: Karc/a__n
pqRTaxqRti: None
pqWagAwmawA: gudiy/A__n
pqWagBAva: Karc/a__n
pqWagrUpa: wIn/a__adj
pqWakawA: loh/A__n
pqWak: ladak/A__n
pqWakkaraNa: Gar/a__n
pqWakkRewra: Gar/a__n
pqWakwva: Gar/a__n
pqWivIkaMpa: None
pqWivIwala: Karc/a__n
pqWvI: ladak/I__n
praBAga: rAw/a__n
praBA: kAl/A__n
praBAkara: Gar/a__n
prabala: wIn/a__adj
prAbalya: Karc/a__n
praBAmaMdala: Gar/a__n
praBaMjana: Gar/a__n
prabaMXa: rAw/a__n
prabaMXaka: rAw/a__n
prabaMXakarwA: gudiy/A__n
prabaMXana: rAw/a__n
praBAra: rAw/a__n
praBava: Gar/a__n
praBAva: rAw/a__n
praBAvaka: wIn/a__adj
praBAvAn: None
praBAvaSAlI: Axam/I__n
praBAvaSIla: anek/a__adj
praBAvavAn: None
praBAviwa: rAw/a__n
praBAwa: rAw/a__n
praBAwasamaya: Karc/a__n
prabAXana: Gar/a__n
prabAXiwa: anek/a__adj
praBinna: anek/a__adj
praboXa: rAw/a__n
praboXaka: wIn/a__adj
praboXana: Gar/a__n
praboXinI: Axam/I__n
praboXiwa: anek/a__adj
praBqwi: Apawwi/__n
praBuBakwa: wIn/a__adj
praBu: qwu/__n
praBuSakwi: Apawwi/__n
praBusawwA: ASA/__n
praBUwa: wIn/a__adj
praBuwA: kAl/A__n
praBuwva: Gar/a__n
prabuxXa: wIn/a__adj
pracalana: Gar/a__n
pracAlana: Gar/a__n
pracAliwa: anek/a__adj
pracaMda: Gar/a__n
pracAra: rAw/a__n
pracAraka: rAw/a__n
pracArakArya: Gar/a__n
pracaraNa: Karc/a__n
pracariwa: anek/a__adj
pracAriwa: anek/a__adj
prAcArya: rAw/a__n
pracAyikA: gudiy/A__n
pracCanna: anek/a__adj
pracCaxa: Karc/a__n
pracCAxana: Gar/a__n
pracCAxiwa: anek/a__adj
pracewA: gudiy/A__n
prAcI: Axam/I__n
prAcImUla: Karc/a__n
prAcIna: Gar/a__n
prAcInawA: kAl/A__n
prAcIra: rAw/a__n
pracoxana: Karc/a__n
pracoxiwa: anek/a__adj
pracura: wIn/a__adj
pracurawA: gudiy/A__n
prAcurya: Karc/a__n
prAcyaBARA: gudiy/A__n
prAcya: wIn/a__adj
prAcyavixyA: gudiy/A__n
prAcyavqwwi: SAnwi/__n
pragADa: wIn/a__adj
pragalBa: anek/a__adj
pragalBA: loh/A__n
pragalBawA: loh/A__n
pragalBiwa: anek/a__adj
prAgalBya: Karc/a__n
pragata: rAw/a__n
pragawi: Apawwi/__n
pragawiSIla: wIn/a__adj
praGoRa: Gar/a__n
pragqhIwa: anek/a__adj
pragqhya: anek/a__adj
pragraha: Karc/a__n
praguNiwa: anek/a__adj
prahara: rAw/a__n
prahAra: rAw/a__n
prahAraka: wIn/a__adj
praharaNa: Gar/a__n
praharaNIya: anek/a__adj
praharI: ladak/I__n
praharRa: Karc/a__n
praharRaNa: Gar/a__n
praharRiwa: anek/a__adj
praharwA: jyAx/A__adj
prahAsa: Gar/a__n
prahlAxa: rAw/a__n
prahlAxaka: wIn/a__adj
prahlAxana: anek/a__adj
prahlAxiwa: anek/a__adj
prahmopaxeSa: None
prahqRta: anek/a__adj
prahqwa: anek/a__adj
prAimarI: Axam/I__n
prAimarIskUla: Gar/a__n
pra: rAw/a__n
prAiveta: wIn/a__adj
prajAgara: Karc/a__n
prajAgarUka: anek/a__adj
prajAhiwa: Gar/a__n
prajA: kAl/A__n
prajAkAma: anek/a__adj
prajalpana: Karc/a__n
prajalpiwa: anek/a__adj
prajanana: Gar/a__n
prajanayiwA: gudiy/A__n
prajApAlana: Karc/a__n
prajApawi: Apawwi/__n
prAjApawya: wIn/a__adj
prajAwa: wIn/a__adj
prajAwA: kAl/A__n
prajAwaMwra: Gar/a__n
prajAwaMwu: vAyu/__n
prajAXyakRa: Gar/a__n
prajFAcakRu: qwu/__n
prajFAhIna: anek/a__adj
prajFa: wIn/a__adj
prAjFa: wIn/a__adj
prajFA: kAl/A__n
prajFAna: Gar/a__n
prajFApana: Gar/a__n
prajFAsahAya: None
prajFAvAn: None
prajFAvAxa: Gar/a__n
prajFAvqxXa: anek/a__adj
prajFAwa: anek/a__adj
prajFawA: loh/A__n
prAjFI: Axam/I__n
prajvAlana: Karc/a__n
prajvaliwa: wIn/a__adj
prakalpanA: ladak/A__n
prakalpiwa: anek/a__adj
prakAMda: Gar/a__n
prakaMpa: Gar/a__n
prakaMpana: wIn/a__adj
prakaMpiwa: wIn/a__adj
praKara: wIn/a__adj
prAkAra: rAw/a__n
prakAra: rAw/a__n
prakaraNa: rAw/a__n
prAkaraNika: wIn/a__adj
praKarawA: kAl/A__n
prakarRa: Gar/a__n
prakarRaka: Karc/a__n
prakarRaNa: Gar/a__n
prakarRiwa: anek/a__adj
prakASa: rAw/a__n
prakASaka: rAw/a__n
prakASakarwA: loh/A__n
prakASakIya: anek/a__adj
prakASamAna: wIn/a__adj
prakASana: rAw/a__n
prakASanoxGAtana: Gar/a__n
prakASaparAvarwaka: None
prakASaprakRepaka: None
prakASasaMyoga: Gar/a__n
prakASaviyoga: Gar/a__n
prakASAwmA: jyAx/A__adj
prakASAwmaka: anek/a__adj
prakASikI: Axam/I__n
